Name;ASCII Name;Country Code;Population;Coordinates
Kowale-Popiele;Kowale-Popiele;PL;2254;51.1309, 17.10175
Godziszów;Godziszow;PL;2242;50.74889, 22.49794
Zalas;Zalas;PL;2240;50.08033, 19.62132
Pietrowice Wielkie;Pietrowice Wielkie;PL;2239;50.08452, 18.09148
Połajewo;Polajewo;PL;2237;52.79923, 16.73347
Szerzyny;Szerzyny;PL;2235;49.80919, 21.2467
Bachowice;Bachowice;PL;2234;49.95812, 19.49369
Filipów;Filipow;PL;2234;54.18037, 22.62076
Kisielice;Kisielice;PL;2234;53.60855, 19.2635
Jerzmanowice;Jerzmanowice;PL;2230;50.21267, 19.74672
Bodzentyn;Bodzentyn;PL;2228;50.94115, 20.95719
Obrzycko;Obrzycko;PL;2226;52.70338, 16.52807
Godziszka;Godziszka;PL;2222;49.71288, 19.07587
Grodzisko Górne;Grodzisko Gorne;PL;2221;50.1869, 22.43786
Łukowica;Lukowica;PL;2220;49.6111, 20.48289
Wysoka Głogowska;Wysoka Glogowska;PL;2213;50.16019, 22.02124
Suchowola;Suchowola;PL;2211;53.57753, 23.10596
Biały Bór;Bialy Bor;PL;2209;53.8967, 16.83543
Kowale Oleckie;Kowale Oleckie;PL;2209;54.16354, 22.41666
Końskowola;Konskowola;PL;2208;51.40922, 22.05175
Nowa Wieś Wielka;Nowa Wies Wielka;PL;2207;52.97159, 18.09036
Somonino;Somonino;PL;2206;54.27555, 18.19885
Ostrów Lubelski;Ostrow Lubelski;PL;2206;51.49416, 22.85287
Jedwabne;Jedwabne;PL;2204;53.28554, 22.30353
Prusice;Prusice;PL;2203;51.37116, 16.96025
Białka Tatrzańska;Bialka Tatrzanska;PL;2200;49.38975, 20.10507
Sobolew;Sobolew;PL;2200;51.7366, 21.66349
Raniżów;Ranizow;PL;2200;50.25873, 21.97137
Stężyca;Stezyca;PL;2200;54.20593, 17.95569
Golcowa;Golcowa;PL;2200;49.77162, 22.02501
Bystrzyca;Bystrzyca;PL;2200;50.96048, 17.39702
Szaflary;Szaflary;PL;2200;49.42655, 20.02713
Zaniemyśl;Zaniemysl;PL;2200;52.15561, 17.16228
Lipka;Lipka;PL;2200;53.49601, 17.25085
Stanisławów;Stanislawow;PL;2200;52.28937, 21.54848
Białobrzegi;Bialobrzegi;PL;2200;50.10252, 22.31907
Trzemeśnia;Trzemesnia;PL;2200;49.82752, 20.02207
Wysoka Strzyżowska;Wysoka Strzyzowska;PL;2199;49.83056, 21.74074
Klecza Dolna;Klecza Dolna;PL;2188;49.88291, 19.53764
Nowa Wieś Lęborska;Nowa Wies Leborska;PL;2188;54.55878, 17.72756
Tomice;Tomice;PL;2185;49.89773, 19.48357
Mielno;Mielno;PL;2184;54.26086, 16.0621
Sieniawa;Sieniawa;PL;2182;50.1779, 22.60954
Sawin;Sawin;PL;2181;51.27443, 23.43375
Bujaków;Bujakow;PL;2176;49.85182, 19.19432
Grabiszyn;Grabiszyn;PL;2175;51.09369, 16.97819
Hażlach;Hazlach;PL;2175;49.80714, 18.65178
Łękawica;Lekawica;PL;2169;49.72209, 19.26496
Lipinki;Lipinki;PL;2157;49.67296, 21.29288
Gromadka;Gromadka;PL;2150;51.36063, 15.76452
Krzanowice;Krzanowice;PL;2149;50.01822, 18.12251
Szczerbice;Szczerbice;PL;2142;50.09416, 18.44896
Trąbki;Trabki;PL;2141;51.94792, 21.59929
Tyszowce;Tyszowce;PL;2137;50.61699, 23.69927
Witkowice;Witkowice;PL;2136;49.90746, 19.27963
Stanisław Dolny;Stanislaw Dolny;PL;2135;49.9047, 19.65334
Osieczna;Osieczna;PL;2132;51.9042, 16.67862
Błaszki;Blaszki;PL;2132;51.65163, 18.43472
Piątek;Piatek;PL;2130;52.0689, 19.4797
Błażowa;Blazowa;PL;2129;49.88521, 22.10037
Staroźreby;Starozreby;PL;2128;52.63265, 19.9855
Lelów;Lelow;PL;2127;50.68335, 19.62562
Żerków;Zerkow;PL;2127;52.06877, 17.56349
Rogowo;Rogowo;PL;2127;52.72449, 17.65117
Dukla;Dukla;PL;2126;49.55554, 21.68317
Świątniki Górne;Swiatniki Gorne;PL;2125;49.93429, 19.95364
Lachowice;Lachowice;PL;2121;49.71555, 19.47455
Zagórnik;Zagornik;PL;2119;49.8371, 19.37868
Rejowiec;Rejowiec;PL;2114;51.09134, 23.28192
Zalewo;Zalewo;PL;2112;53.84534, 19.60519
Koczała;Koczala;PL;2111;53.90449, 17.06529
Pierściec;Piersciec;PL;2111;49.83339, 18.81409
Słubice;Slubice;PL;2110;52.36942, 19.93881
Stryszów;Stryszow;PL;2101;49.82569, 19.61763
Żórawina;Zorawina;PL;2100;50.9808, 17.03671
Wola Krzysztoporska;Wola Krzysztoporska;PL;2100;51.34418, 19.5809
Mirzec;Mirzec;PL;2100;51.13466, 21.0571
Brzezinka;Brzezinka;PL;2100;50.04237, 19.1902
Naprawa;Naprawa;PL;2100;49.64657, 19.87916
Czernica;Czernica;PL;2100;50.08391, 18.40068
Walce;Walce;PL;2100;50.37322, 18.00427
Lanckorona;Lanckorona;PL;2100;49.84496, 19.71578
Janowice Wielkie;Janowice Wielkie;PL;2100;50.87569, 15.92322
Duszniki;Duszniki;PL;2100;52.44691, 16.40602
Jasienica Rosielna;Jasienica Rosielna;PL;2100;49.75144, 21.94176
Bojano;Bojano;PL;2100;54.47123, 18.38408
Stare Kurowo;Stare Kurowo;PL;2100;52.85669, 15.67749
Radwanice;Radwanice;PL;2100;51.57083, 15.94803
Adamów;Adamow;PL;2100;51.74335, 22.26414
Ochotnica Dolna;Ochotnica Dolna;PL;2100;49.52682, 20.34265
Narol;Narol;PL;2098;50.34925, 23.32679
Kobierzyce;Kobierzyce;PL;2095;50.97054, 16.93508
Przeginia;Przeginia;PL;2093;50.23831, 19.68853
Leśna;Lesna;PL;2093;49.67041, 19.12763
Drogomyśl;Drogomysl;PL;2091;49.86964, 18.75727
Kosów Lacki;Kosow Lacki;PL;2090;52.59541, 22.14707
Filipowice;Filipowice;PL;2090;50.15573, 19.56579
Gorzyczki;Gorzyczki;PL;2088;49.94912, 18.4033
Nowogród;Nowogrod;PL;2084;53.22698, 21.8821
Rząska;Rzaska;PL;2082;50.09713, 19.84509
Ustronie Morskie;Ustronie Morskie;PL;2081;54.21517, 15.75568
Myślachowice;Myslachowice;PL;2081;50.18514, 19.48116
Raszków;Raszkow;PL;2079;51.71828, 17.72571
Straszydle;Straszydle;PL;2077;49.90038, 21.98124
Gorzyce Wielkie;Gorzyce Wielkie;PL;2076;51.63725, 17.72953
Drohiczyn;Drohiczyn;PL;2075;52.40011, 22.65853
Lipusz;Lipusz;PL;2069;54.09806, 17.78455
Stepnica;Stepnica;PL;2067;53.65187, 14.62555
Wilcza;Wilcza;PL;2063;50.18899, 18.59668
Garbów;Garbow;PL;2060;51.35517, 22.32937
Trzebunia;Trzebunia;PL;2059;49.79146, 19.84715
Izdebnik;Izdebnik;PL;2054;49.87218, 19.76801
Wesoła;Wesola;PL;2048;49.79977, 22.10029
Truskolasy;Truskolasy;PL;2044;50.86692, 18.82705
Warlubie;Warlubie;PL;2043;53.58751, 18.63444
Sępopol;Sepopol;PL;2043;54.26903, 21.01453
Jabłonna;Jablonna;PL;2041;51.08875, 22.59364
Osiek;Osiek;PL;2031;50.51996, 21.44192
Granowo;Granowo;PL;2031;52.22244, 16.52859
Dolice;Dolice;PL;2028;53.19081, 15.20267
Długosiodło;Dlugosiodlo;PL;2020;52.75998, 21.59183
Ochaby;Ochaby;PL;2016;49.84252, 18.76894
Brzeziny;Brzeziny;PL;2015;50.77273, 20.57319
Pogorzela;Pogorzela;PL;2015;51.8222, 17.23017
Sulików;Sulikow;PL;2014;51.07624, 15.06792
Szadek;Szadek;PL;2012;51.69174, 18.97549
Sławoborze;Slawoborze;PL;2009;53.88992, 15.70667
Rozbórz;Rozborz;PL;2005;50.05615, 22.54686
Krzyżanowice;Krzyzanowice;PL;2005;49.98247, 18.26846
Dąbie;Dabie;PL;2003;52.08668, 18.8225
Nieszawa;Nieszawa;PL;2002;52.83452, 18.89921
Ińsko;Insko;PL;2002;53.43613, 15.5502
Husów;Husow;PL;2000;49.97971, 22.28645
Kleszczów;Kleszczow;PL;2000;51.22355, 19.30418
Wohyń;Wohyn;PL;2000;51.75642, 22.78582
Miłkowice;Milkowice;PL;2000;51.25601, 16.07231
Nowe Miasto;Nowe Miasto;PL;2000;52.65691, 20.62838
Wilków;Wilkow;PL;2000;51.09212, 15.92824
Świętajno;Swietajno;PL;2000;53.56692, 21.21546
Koleczkowo;Koleczkowo;PL;2000;54.48629, 18.34373
Nurzec-Stacja;Nurzec-Stacja;PL;2000;52.46249, 23.08571
Ryczywół;Ryczywol;PL;2000;52.81324, 16.83114
Gołuchów;Goluchow;PL;2000;51.85036, 17.9314
Miejsce Piastowe;Miejsce Piastowe;PL;2000;49.6344, 21.78735
Studzionka;Studzionka;PL;2000;49.96232, 18.7728
Sadki;Sadki;PL;2000;53.16036, 17.44912
Maciejowice;Maciejowice;PL;2000;51.69222, 21.55342
Sidzina;Sidzina;PL;2000;49.98732, 19.87495
Wilczyce;Wilczyce;PL;2000;51.12944, 17.15472
Dębowiec;Debowiec;PL;2000;49.68374, 21.46068
Święta Katarzyna;Swieta Katarzyna;PL;2000;51.02596, 17.11464
Sanniki;Sanniki;PL;2000;52.33046, 19.86766
Przybyszówka;Przybyszowka;PL;2000;50.04788, 21.92579
Bliżyn;Blizyn;PL;2000;51.10778, 20.75935
Odrzywół;Odrzywol;PL;2000;51.51953, 20.55559
Kobyla Góra;Kobyla Gora;PL;2000;51.37923, 17.83811
Jasienica;Jasienica;PL;2000;52.41415, 21.4115
Lubowidz;Lubowidz;PL;2000;53.11865, 19.84594
Strzegowo;Strzegowo;PL;2000;52.89394, 20.28548
Miętne;Mietne;PL;2000;51.92135, 21.57457
Klimontów;Klimontow;PL;2000;50.65588, 21.45587
Gniechowice;Gniechowice;PL;2000;50.98804, 16.83363
Otrębusy;Otrebusy;PL;2000;52.12843, 20.76073
Wierzchlas;Wierzchlas;PL;2000;51.20457, 18.66543
Tylicz;Tylicz;PL;2000;49.39598, 21.02368
Pilica;Pilica;PL;1999;50.46799, 19.65729
Radocza;Radocza;PL;1997;49.91774, 19.47498
Partynice;Partynice;PL;1991;51.06798, 17.01394
Sadlinki;Sadlinki;PL;1987;53.66539, 18.86807
Ostroróg;Ostrorog;PL;1984;52.6265, 16.44988
Podłęże;Podleze;PL;1978;50.01458, 20.16781
Stegna;Stegna;PL;1978;54.32684, 19.11252
Ślemień;Slemien;PL;1977;49.71826, 19.36735
Kowale;Kowale;PL;1972;54.30976, 18.56149
Międzylesie;Miedzylesie;PL;1971;52.14487, 15.38283
Kamieniec Wrocławski;Kamieniec Wroclawski;PL;1970;51.07182, 17.18193
Banie;Banie;PL;1967;53.10031, 14.66228
Grabów nad Prosną;Grabow nad Prosna;PL;1967;51.50596, 18.11929
Sokolniki;Sokolniki;PL;1965;50.63803, 21.80649
Kaszów;Kaszow;PL;1956;50.03884, 19.71934
Goniadz;Goniadz;PL;1954;53.48953, 22.73578
Libertów;Libertow;PL;1952;49.97242, 19.89461
Główczyce;Glowczyce;PL;1950;54.61935, 17.3723
Sochocin;Sochocin;PL;1945;52.68715, 20.47259
Kochanowice;Kochanowice;PL;1944;50.70548, 18.74911
Miechów Charsznica;Miechow Charsznica;PL;1942;50.39599, 19.95031
Orzech;Orzech;PL;1942;50.42744, 18.92275
Subkowy;Subkowy;PL;1941;54.00227, 18.76928
Korfantów;Korfantow;PL;1940;50.48894, 17.59898
Gniewino;Gniewino;PL;1940;54.71709, 18.01663
Zebrzydowice;Zebrzydowice;PL;1939;49.89032, 19.67291
Huta Stara B;Huta Stara B;PL;1939;50.73792, 19.13295
Lipnica Wielka;Lipnica Wielka;PL;1938;49.70489, 20.86844
Ostrowy nad Okszą;Ostrowy nad Oksza;PL;1935;50.97799, 19.05355
Cieszanów;Cieszanow;PL;1935;50.24564, 23.13163
Radzyń Chełmiński;Radzyn Chelminski;PL;1934;53.38509, 18.93725
Izbica;Izbica;PL;1933;50.88728, 23.15248
Bieżuń;Biezun;PL;1931;52.96107, 19.88976
Sieniawa;Sieniawa;PL;1929;49.53947, 19.93014
Biskupiec;Biskupiec;PL;1927;53.50056, 19.35056
Niedomice;Niedomice;PL;1926;50.10737, 20.89548
Czarków;Czarkow;PL;1924;50.01833, 18.90678
Lubniewice;Lubniewice;PL;1924;52.51638, 15.25005
Godów;Godow;PL;1922;49.92481, 18.4783
Tuczno;Tuczno;PL;1919;53.19374, 16.15368
Łapczyca;Lapczyca;PL;1918;49.95994, 20.38445
Grzęska;Grzeska;PL;1915;50.08303, 22.45399
Golina;Golina;PL;1909;51.91489, 17.48268
Jutrosin;Jutrosin;PL;1908;51.65009, 17.16957
Garcz;Garcz;PL;1908;54.3476, 18.10169
Tykocin;Tykocin;PL;1907;53.20567, 22.77457
Modliborzyce;Modliborzyce;PL;1904;50.75416, 22.32945
Podegrodzie;Podegrodzie;PL;1902;49.57688, 20.58855
Chodecz;Chodecz;PL;1902;52.40513, 19.02759
Biszcza;Biszcza;PL;1901;50.40146, 22.65063
Brzyska;Brzyska;PL;1900;49.82226, 21.39004
Rokietnica;Rokietnica;PL;1900;52.51245, 16.7457
Krzyszkowice;Krzyszkowice;PL;1900;49.88346, 19.92285
Wiśniowa;Wisniowa;PL;1900;49.7878, 20.11502
Gomunice;Gomunice;PL;1900;51.1689, 19.49335
Okocim;Okocim;PL;1900;49.9489, 20.6016
Bieliny;Bieliny;PL;1900;50.84947, 20.94149
Kodeń;Koden;PL;1900;51.91171, 23.60301
Krzczonów;Krzczonow;PL;1900;49.73813, 19.91821
Stężyca;Stezyca;PL;1900;51.58187, 21.77087
Górno;Gorno;PL;1898;50.28243, 22.145
Gorliczyna;Gorliczyna;PL;1897;50.09217, 22.48764
Brok;Brok;PL;1896;52.69948, 21.85704
Kiszkowo;Kiszkowo;PL;1893;52.58871, 17.2663
Dobieszowice;Dobieszowice;PL;1891;50.39697, 19.01304
Świnna;Swinna;PL;1891;49.65802, 19.25406
Siemiechów;Siemiechow;PL;1890;49.85359, 20.90595
Pleśna;Plesna;PL;1890;49.92642, 20.94526
Wleń;Wlen;PL;1888;51.01635, 15.67474
Regulice;Regulice;PL;1882;50.08314, 19.52785
Mniów;Mniow;PL;1876;51.01224, 20.48427
Lyski;Lyski;PL;1871;50.11992, 18.39146
Wrząsowice;Wrzasowice;PL;1865;49.95862, 19.94654
Wieszowa;Wieszowa;PL;1860;50.38444, 18.75924
Iwonicz-Zdrój;Iwonicz-Zdroj;PL;1860;49.56319, 21.78992
Gardawice;Gardawice;PL;1859;50.11667, 18.8
Poręba Wielka;Poreba Wielka;PL;1858;50.01116, 19.28375
Lisków;Liskow;PL;1858;51.83313, 18.39789
Kwaczała;Kwaczala;PL;1857;50.06408, 19.49215
Zawichost;Zawichost;PL;1853;50.80743, 21.85408
Pogórze;Pogorze;PL;1851;49.79961, 18.84327
Skarbimierz Osiedle;Skarbimierz Osiedle;PL;1845;50.84584, 17.41865
Kończyce Wielkie;Konczyce Wielkie;PL;1844;49.8351, 18.64474
Mordy;Mordy;PL;1843;52.2116, 22.51725
Zbuczyn;Zbuczyn;PL;1836;52.08974, 22.43829
Stare Pole;Stare Pole;PL;1834;54.05667, 19.20874
Toporzysko;Toporzysko;PL;1833;49.62495, 19.80226
Mikstat;Mikstat;PL;1832;51.53236, 17.97378
Mosty;Mosty;PL;1830;54.61195, 18.49634
Lubomierz;Lubomierz;PL;1830;49.60854, 20.20214
Laszki;Laszki;PL;1827;50.0202, 22.89997
Wiśniowa;Wisniowa;PL;1826;49.86897, 21.65508
Pszczew;Pszczew;PL;1826;52.47724, 15.7816
Pecna;Pecna;PL;1825;52.18333, 16.8
Przędzel;Przedzel;PL;1823;50.49465, 22.21925
Jodłówka;Jodlowka;PL;1822;49.8943, 22.46653
Rytwiany;Rytwiany;PL;1821;50.5292, 21.20636
Kluszkowce;Kluszkowce;PL;1820;49.451, 20.30179
Bolęcin;Bolecin;PL;1819;50.1175, 19.48116
Lubomierz;Lubomierz;PL;1816;51.01278, 15.50969
Młynary;Mlynary;PL;1815;54.1869, 19.72149
Wielowieś;Wielowies;PL;1811;50.50966, 18.61608
Łobodno;Lobodno;PL;1810;50.93079, 18.9909
Reńska Wieś;Renska Wies;PL;1800;50.31587, 18.12607
Lipinki Łużyckie;Lipinki Luzyckie;PL;1800;51.63954, 14.99874
Siekierczyn;Siekierczyn;PL;1800;51.12217, 15.19375
Rozdrażew;Rozdrazew;PL;1800;51.78218, 17.50491
Luszowice;Luszowice;PL;1800;50.17415, 19.40426
Jeżów Sudecki;Jezow Sudecki;PL;1800;50.93507, 15.74306
Ostrówek;Ostrowek;PL;1800;52.38938, 21.36738
Piątnica;Piatnica;PL;1800;53.19657, 22.09591
Jednorożec;Jednorozec;PL;1800;53.14116, 21.05161
Górki;Gorki;PL;1800;49.64385, 22.04304
Urzejowice;Urzejowice;PL;1800;50.01182, 22.46189
Wólka Niedźwiedzka;Wolka Niedzwiedzka;PL;1800;50.24226, 22.18826
Ostrów;Ostrow;PL;1800;49.96812, 22.7871
Kamionka;Kamionka;PL;1800;51.47165, 22.46275
Siedlisko;Siedlisko;PL;1800;51.76864, 15.81396
Krośnice;Krosnice;PL;1800;51.47641, 17.35917
Stare Juchy;Stare Juchy;PL;1800;53.92198, 22.17367
Sietesz;Sietesz;PL;1800;49.98622, 22.34671
Koźminek;Kozminek;PL;1800;51.79874, 18.33893
Rzekuń;Rzekun;PL;1800;53.04756, 21.62069
Połomia;Polomia;PL;1800;49.90475, 21.89198
Pawłosiów;Pawlosiow;PL;1800;49.99533, 22.64763
Cieszków;Cieszkow;PL;1800;51.63104, 17.35726
Lubycza Królewska;Lubycza Krolewska;PL;1800;50.34102, 23.51941
Gostycyn;Gostycyn;PL;1800;53.49014, 17.80978
Oleśnica;Olesnica;PL;1800;50.45357, 21.06457
Wińsko;Winsko;PL;1800;51.47032, 16.6139
Baboszewo;Baboszewo;PL;1800;52.6807, 20.25527
Przyborów;Przyborow;PL;1793;49.6215, 19.38701
Sarnów;Sarnow;PL;1791;50.3738, 19.15061
Mrozy;Mrozy;PL;1789;52.01975, 20.36702
Skalmierzyce;Skalmierzyce;PL;1789;51.70097, 17.96333
Dębowiec;Debowiec;PL;1786;49.81406, 18.72062
Strzyżowice;Strzyzowice;PL;1783;50.38725, 19.08038
Rotmanka;Rotmanka;PL;1782;54.27425, 18.6038
Pępowo;Pepowo;PL;1780;51.76569, 17.12661
Przedecz;Przedecz;PL;1780;52.3344, 18.89915
Zacisze;Zacisze;PL;1773;51.12303, 17.07465
Józefów;Jozefow;PL;1766;52.19446, 20.69592
Koszyce;Koszyce;PL;1763;49.97226, 20.94166
Binarowa;Binarowa;PL;1763;49.75621, 21.22816
Kłodawa;Klodawa;PL;1762;52.78595, 15.21452
Dziemiany;Dziemiany;PL;1762;54.00636, 17.76755
Przyborów;Przyborow;PL;1757;50.03035, 20.66279
Nowe Brzesko;Nowe Brzesko;PL;1756;50.13222, 20.37663
Jeżewo;Jezewo;PL;1753;53.51061, 18.49437
Michów;Michow;PL;1746;51.52573, 22.31435
Kuźnica;Kuznica;PL;1740;53.51094, 23.64953
Brody;Brody;PL;1737;51.02466, 21.22147
Rączna;Raczna;PL;1736;50.00984, 19.76784
Chróścina;Chroscina;PL;1736;50.62306, 17.36861
Wielichowo;Wielichowo;PL;1736;52.11573, 16.3518
Panki;Panki;PL;1733;50.88333, 18.7516
Rajgród;Rajgrod;PL;1732;53.73102, 22.70515
Zagnańsk;Zagnansk;PL;1726;50.98037, 20.66314
Rudniki;Rudniki;PL;1726;50.87851, 19.24616
Krosno;Krosno;PL;1724;52.22357, 16.83251
Dwikozy;Dwikozy;PL;1723;50.73613, 21.78864
Szczurowa;Szczurowa;PL;1722;50.11915, 20.6361
Ciasna;Ciasna;PL;1722;50.75427, 18.60835
Trzebinia;Trzebinia;PL;1721;49.65024, 19.22264
Rudawa;Rudawa;PL;1720;50.12151, 19.71239
Liszki;Liszki;PL;1716;50.03884, 19.76835
Cekcyn;Cekcyn;PL;1710;53.57294, 18.01123
Janowice;Janowice;PL;1708;49.88496, 19.09376
Olesno;Olesno;PL;1708;50.20152, 20.92578
Czernichów;Czernichow;PL;1707;49.9892, 19.68115
Janków Przygodzki;Jankow Przygodzki;PL;1707;51.59808, 17.78824
Kościelec;Koscielec;PL;1706;50.89713, 19.2156
Stary Wiśnicz;Stary Wisnicz;PL;1705;49.92548, 20.48641
Cisownica;Cisownica;PL;1705;49.72276, 18.76207
Sieraków Śląski;Sierakow Slaski;PL;1704;50.8029, 18.57548
Mstów;Mstow;PL;1704;50.82969, 19.28547
Kramsk;Kramsk;PL;1700;52.26469, 18.42407
Chocz;Chocz;PL;1700;51.97642, 17.86995
Strzeleczki;Strzeleczki;PL;1700;50.46215, 17.85665
Ostrówek;Ostrowek;PL;1700;52.5535, 21.76014
Szczepanów;Szczepanow;PL;1700;51.19796, 16.61064
Owczarnia;Owczarnia;PL;1700;52.11114, 20.70468
Bukowsko;Bukowsko;PL;1700;49.48039, 22.06329
Korzenna;Korzenna;PL;1700;49.68635, 20.84355
Jaroszowice;Jaroszowice;PL;1700;49.86267, 19.51962
Wapno;Wapno;PL;1700;52.90804, 17.47504
Łomazy;Lomazy;PL;1700;51.90435, 23.17656
Przybiernów;Przybiernow;PL;1700;53.7578, 14.78529
Zabierzów Bocheński;Zabierzow Bochenski;PL;1700;50.06821, 20.31896
Wiązownica;Wiazownica;PL;1700;50.08066, 22.70668
Łęki Górne;Leki Gorne;PL;1700;49.97386, 21.17426
Siedliska;Siedliska;PL;1700;49.95409, 21.94742
Ujazd;Ujazd;PL;1700;51.59781, 19.92225
Jedlińsk;Jedlinsk;PL;1700;51.514, 21.11577
Lisewo;Lisewo;PL;1700;53.2958, 18.68714
Podgórzyn;Podgorzyn;PL;1700;50.83261, 15.68161
Grodzisko Dolne;Grodzisko Dolne;PL;1700;50.16238, 22.46292
Olza;Olza;PL;1699;49.95393, 18.3391
Kroczyce;Kroczyce;PL;1699;50.56176, 19.57
Chałupki;Chalupki;PL;1697;49.92559, 18.3173
Juszczyna;Juszczyna;PL;1693;49.62984, 19.22032
Bojanowo Stare;Bojanowo Stare;PL;1692;51.99302, 16.58369
Sośnicowice;Sosnicowice;PL;1691;50.27214, 18.52982
Zubrzyca Dolna;Zubrzyca Dolna;PL;1690;49.52688, 19.67342
Boguty-Pianki;Boguty-Pianki;PL;1690;52.7168, 22.41546
Łaziska;Laziska;PL;1689;49.9357, 18.44707
Cewice;Cewice;PL;1687;54.43551, 17.73485
Ułęż;Ulez;PL;1677;51.59195, 22.10741
Kuryłówka;Kurylowka;PL;1674;50.29976, 22.46601
Przywidz;Przywidz;PL;1673;54.19524, 18.32116
Baranów;Baranow;PL;1672;51.55786, 22.13625
Mrzeżyno;Mrzezyno;PL;1671;54.14384, 15.29142
Targowisko;Targowisko;PL;1670;49.98473, 20.29346
Łabunie;Labunie;PL;1670;50.65517, 23.3662
Kalej;Kalej;PL;1668;50.83662, 18.98429
Sopotnia Wielka;Sopotnia Wielka;PL;1667;49.56853, 19.28289
Łagów;Lagow;PL;1666;52.33429, 15.29769
Skomlin;Skomlin;PL;1656;51.17089, 18.38699
Trzebieszów;Trzebieszow;PL;1651;51.99006, 22.55502
Grzegorzew;Grzegorzew;PL;1650;52.20177, 18.73409
Solec Nad Wisłą;Solec Nad Wisla;PL;1650;51.13633, 21.76563
Chruszczobród;Chruszczobrod;PL;1648;50.4147, 19.32718
Rozprza;Rozprza;PL;1646;51.30266, 19.6457
Drawsko;Drawsko;PL;1640;52.85421, 16.03125
Szemud;Szemud;PL;1639;54.48709, 18.2228
Wola Uhruska;Wola Uhruska;PL;1639;51.32139, 23.62627
Ujazd;Ujazd;PL;1638;50.38938, 18.34929
Nowa Góra;Nowa Gora;PL;1637;50.17305, 19.5912
Moryń;Moryn;PL;1634;52.85769, 14.39297
Rudziniec;Rudziniec;PL;1633;50.35324, 18.40914
Krzywiń;Krzywin;PL;1630;51.96296, 16.81985
Łagów;Lagow;PL;1630;50.77517, 21.08431
Dobre;Dobre;PL;1627;52.32097, 21.67881
Zagrodno;Zagrodno;PL;1626;51.19134, 15.86533
Władysławów;Wladyslawow;PL;1625;52.10313, 18.47626
Skrwilno;Skrwilno;PL;1624;53.01607, 19.62364
Cedynia;Cedynia;PL;1622;52.87931, 14.20249
Frydman;Frydman;PL;1622;49.44927, 20.22961
Tyniec Mały;Tyniec Maly;PL;1622;51.01948, 16.91998
Łopuszka Wielka;Lopuszka Wielka;PL;1621;49.93454, 22.39305
Zakrzewo;Zakrzewo;PL;1620;53.41186, 17.15472
Brudzew;Brudzew;PL;1620;52.09949, 18.60432
Rudna;Rudna;PL;1619;51.50981, 16.26363
Krzeszów;Krzeszow;PL;1618;49.75915, 19.48915
Łubniany;Lubniany;PL;1610;50.78597, 18.0011
Malanów;Malanow;PL;1607;51.95358, 18.39128
Rycerka Górna;Rycerka Gorna;PL;1602;49.44436, 19.01596
Wola Dębińska;Wola Debinska;PL;1602;49.98214, 20.68777
Dębno;Debno;PL;1601;49.96701, 20.71979
Wojsławice;Wojslawice;PL;1600;50.91916, 23.54602
Michałowice;Michalowice;PL;1600;50.15898, 19.98044
Nowosielce;Nowosielce;PL;1600;50.05747, 22.41056
Rzozów;Rzozow;PL;1600;49.95398, 19.79668
Raciążek;Raciazek;PL;1600;52.8565, 18.81334
Gronowo Elbląskie;Gronowo Elblaskie;PL;1600;54.08588, 19.30598
Brody-Parcele;Brody-Parcele;PL;1600;52.47797, 20.74974
Gruta;Gruta;PL;1600;53.45315, 18.957
Kraszewice;Kraszewice;PL;1600;51.51868, 18.21997
Niedzica;Niedzica;PL;1600;49.41008, 20.30273
Rząśnik;Rzasnik;PL;1600;52.71332, 21.36772
Przemęt;Przemet;PL;1600;52.00808, 16.30114
Maków;Makow;PL;1600;51.94696, 20.05211
Racławice Śląskie;Raclawice Slaskie;PL;1600;50.31204, 17.77528
Łosiów;Losiow;PL;1600;50.79096, 17.56594
Bozkow;Bozkow;PL;1600;50.51315, 16.57528
Czarna;Czarna;PL;1600;50.10979, 22.18165
Markuszów;Markuszow;PL;1600;51.37457, 22.25804
Secemin;Secemin;PL;1600;50.76676, 19.83599
Lipnik;Lipnik;PL;1600;49.78902, 20.08455
Osieczany;Osieczany;PL;1600;49.84252, 19.98207
Dydnia;Dydnia;PL;1600;49.6864, 22.17196
Skawinki;Skawinki;PL;1600;49.82281, 19.71256
Wąsosz;Wasosz;PL;1600;53.52209, 22.31915
Mokobody;Mokobody;PL;1600;52.26523, 22.11182
Swiętajno;Swietajno;PL;1600;54.00151, 22.3183
Długomiłowice;Dlugomilowice;PL;1600;50.28298, 18.14873
Pisarzowice;Pisarzowice;PL;1600;51.14479, 15.23057
Przecław;Przeclaw;PL;1599;50.19339, 21.48007
Pokrówka;Pokrowka;PL;1594;51.09479, 23.46345
Łączany;Laczany;PL;1589;49.98407, 19.57867
Zarzecze;Zarzecze;PL;1589;49.98633, 22.53716
Wilkowice;Wilkowice;PL;1589;51.88513, 16.53417
Rzeczyca;Rzeczyca;PL;1589;51.59824, 20.29484
Miedźna;Miedzna;PL;1588;49.98225, 19.04883
Chrościna;Chroscina;PL;1585;50.66578, 17.81759
Łęki Dukielskie;Leki Dukielskie;PL;1585;49.59959, 21.67663
Babice;Babice;PL;1582;50.05565, 19.19955
Chmielno;Chmielno;PL;1580;54.32543, 18.0986
Brzozie;Brzozie;PL;1578;53.32554, 19.60485
Murów;Murow;PL;1577;50.86307, 17.94557
